combination,minutes,target,trailing,trailing type,net profit,max drawdown,profit/dd,total trades,percent profitable,max con loss,sharpe ratio
216,5,12.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
217,5,16.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
218,5,16.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
219,5,16.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
220,5,16.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
221,5,16.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
222,5,16.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
223,5,16.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
224,5,16.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
225,5,20.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
226,5,20.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
227,5,20.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
228,5,20.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
229,5,20.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
230,5,20.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
231,5,20.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
232,5,20.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
233,5,24.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
234,5,24.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
235,5,24.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
236,5,24.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
237,5,24.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
238,5,24.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
239,5,24.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
240,5,24.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
241,6,4.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
242,6,4.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
243,6,4.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
244,6,4.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
245,6,4.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
246,6,4.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
247,6,4.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
248,6,4.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
249,6,8.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
250,6,8.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
251,6,8.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
252,6,8.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
253,6,8.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
254,6,8.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
255,6,8.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
256,6,8.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
257,6,12.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
258,6,12.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
259,6,12.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
260,6,12.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
261,6,12.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
262,6,12.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
263,6,12.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
264,6,12.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
265,6,16.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
266,6,16.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
267,6,16.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
268,6,16.0,0.4,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
269,6,16.0,0.6,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
270,6,16.0,0.6,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
271,6,16.0,0.8,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
272,6,16.0,0.8,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
273,6,20.0,0.2,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
274,6,20.0,0.2,staggered,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
275,6,20.0,0.4,traditional,-5530.2,5528.150000000023,-1.0,119,63.03,4,-2.51
